Piano;Codice Programma;Programma;Codice Investimento;Investimento;Codice Intervento;Intervento;Amministrazione Titolare;CUP;Stato CUP;Codice Natura Investimento;Natura Investimento;Codice Tipologia Investimento;Tipologia Investimento;Codice Settore Intervento Investimento;Settore Intervento Investimento;Codice Sottosettore Intervento Investimento;Sottosettore Intervento Investimento;Codice Categoria Intervento Investimento;Categoria Intervento Investimento;Titolo Unità di Rilevazione;Soggetto Attuatore;Codice Fiscale Soggetto Attuatore;Finanziamento PNC;Data di estrazione
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C46I23001260008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;MICCINI ALESSANDRO*INTERVENTI PER LAVVIO, IL RIAVVIO E IL CONSOLIDAMENTO DI ATTIVITÀ ECONOMICHE E PER IL RIENTRO DI QUELLE TEMPORANEAMENTE DELOCALIZZATE*VIA ANTONIO DE ALBENTIIS, 57;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;817941,18;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C49C23000160008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;ACS DOBFAR SPA*RISTRUTTURAZIONE DI UNITA PRODUTTIVA ESISTENTE FINALIZZATA ALLA PRODUZIONE DI ANTIBIOTICI DI ULTIMA GENERAZIONE*ZONA INDUSTRIALE SAN ATTO SNC;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;3200000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000180008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__147_;CENTRI E LABORATORI ARTIGIANI;OLICOR S.R.L. SOCIETA' UNINOMINALE*CONFEZIONE DI CAMICI, DIVISE ED ALTRI INDUMENTI*VIA E.MATTEI 27;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;168241,57;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000200008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__146_;STRUTTURE INDUSTRIALI COMUNI ED ALTRI EDIFICI ATTREZZATI;IMPRESA EDILE PISELLI  AMEDEO & C. S.A.S.*AMMODERNAMENTO DELL'ATTIVITÀ RELATIVA A COSTRUZIONI DI EDIFICI RESIDENZIALI E NON RESIDENZIALI*VIA ROTI 21;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;70817,40;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000210008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;FRATELLI SENSI MARMI SRL*AMMODERNAMENTO DELL'ATTIVITÀ DI SEGAGIONE E LAVORAZIONE DELLE PIETRE E DEL MARMO*VIA MEGGIANA 6;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;134160,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000230008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;ORELLI MARCO*SVILUPPO DI UN'INIZIATIVA CHE SVOLGE ATTIVITÀ DI RIVESTIMENTO DI PAVIMENTI E DI MURI*VIA DEL MERLO 4;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;32500,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000240008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;MISTER PORCINO SOCIETA' A RESPONSABILITA' LIMITATA SEMPLIFICATA*AMMODERNAMENTO DELL'ATTIVITÀ RELATIVA AL COMMERCIO AL DETTAGLIO DI ALTRI PRODOTTI ALIMENTARI IN  ESERCIZI SPECIALIZZATI NCA*VIA FORTI 27;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;53131,05;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000260008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__147_;CENTRI E LABORATORI ARTIGIANI;PICA NAZZARENO*PRODUZIONE DI PIATTI PRONTI A BASE DI CARNE E POLLAME*VIA DELLA STAZIONE 54;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;27558,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000280008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__999_;ALTRE OPERE ED IMPIANTI PER ATTIVITA' INDUSTRIALI;A.M.A. ENGINEERING S.R.L.*IL PROGETTO PREVEDE L'AMMODERNAMENTO  DI UN'INIZIATIVA CHE SVOLGE ATTIVITÀ DI FABBRICAZIONE DI PARTI INTERCAMBIABILI PER MACCHINE E UTENSILI.*VIA PIANO SELVA 2;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;240000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000340008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__999_;ALTRE OPERE ED IMPIANTI PER ATTIVITA' INDUSTRIALI;REALIZZAZIONI CASTELLI & FANINI S.N.C.*IL PROGETTO HA PER OGGETTO L'AMMODERNAMENTO  DI UN'INIZIATIVA CHE OPERA NEL SETTORE DELLA LAVORAZIONE DEL FERRO E DELLA CARPENTERIA METALLICA.*VIA BONIFICA 22/F;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;25575,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000350008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__999_;ALTRE OPERE ED IMPIANTI PER ATTIVITA' INDUSTRIALI;ANTORAF S.R.L.*AMMODERNAMENTO DELL'ATTIVITÀ RELATIVA AL CONFEZIONAMENTO DI VARIE ED ACCESSORI PER L'ABBIGLIAMENTO*VIA SPINETO 14/0/P;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;200000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000360008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;VINEA *PROGETTAZIONE HUB DIGITALE: GUSTANDO LE MARCHE*VIA G. GARIBALDI, 75;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;195591,25;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000370008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;UBALDI COSTRUZIONI SPA *CANTIERE DIGITALE: BIM E AR PER LEDIFICIO EFFICIENTE E SOSTENIBILE*STRADA PROVINCIALE BONIFICA, 20;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;511017,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000380008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;OFFICINE GRAFICHE SRL *APPORTARE UNA SOSTANZIALE INNOVAZIONE NEI PROCESSI PRODUTTIVI ED ORGANIZZATIVI, CON LOBIETTIVO DI ESSERE SEMPRE PIÙ COMPETITIVA E DI METTERE SUL MERCATO NUOVI PRODOTTI ECOSOSTENIBILI E DAL MINIMO IMPATTO AMBIENTALE.*FRAZ. DI SANTA;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;340955,75;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000390008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;SOCIETA PRODUTTORI SEMENTI S.P.A.,  *INDIVIDUARE E CARATTERIZZARE VARIETÀ DI SPECIE AGRARIE AD ELEVATA RUSTICITÀ ED ADATTABILITÀ AI PIÙ DIVERSI AMBIENTI DI COLTIVAZIONE AL FINE DI GARANTIRE AL MONDO AGRICOLO, ED ALLINTERA FILIERA AGROALIMENTARE, UNA VAS;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;345266,50;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000400008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__146_;STRUTTURE INDUSTRIALI COMUNI ED ALTRI EDIFICI ATTREZZATI;BACHETTI S.R.L.*SVILUPPO DI UN'INIZIATIVA CHE SVOLGE ATTIVITÀ DI FABBRICAZIONE DI CARROZZERIE PER AUTOVEICOLI, RIMORCHI E SEMIRIMORCHI*VIA MEDIANA SUPERIORE .;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;82800,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000410008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__150_;IMPIANTI, MACCHINARI ED ANNESSE OPERE MURARIE;AESYS S.R.L. *REALIZZARE UN PRODOTTO PILOTA CHE SIA IN GRADO DI TRACCIARE PIÙ PROCESSI PRODUTTIVI, SFRUTTANDO UN MOTORE BLOCKCHAIN*VIA DELLA PINETA 7;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;1250000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52E23000430008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0639__;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' INDUSTRIALI E L'ARTIGIANATO;0639__999_;ALTRE OPERE ED IMPIANTI PER ATTIVITA' INDUSTRIALI;STAMPI 2000 DI SIMONETTI GIANNI & C. SNC*SVILUPPO DI UN'INIZIATIVA CHE SVOLGE ATTIVITÀ DI FABBRICAZIONE DI STAMPI, PORTASTAMPI, SAME E FORME PER MACCHINE*VIALE DELLA REPUBBLICA 10;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;34975,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52F23000270008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0640__;OPERE E INFRASTRUTTURE PER LA RICERCA;0640__157_;LABORATORI ATTREZZATI PER LA RICERCA;FI.DE.A.S. - S.R.L.*SVILUPPO DI UN'INIZIATIVA CHE SVOLGE ATTIVITÀ DI ELABORAZIONE DATI*BORGO CAPPUCCINI 3;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;36012,50;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52G23000000008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0641__;OPERE E STRUTTURE PER IL TURISMO;0641__999_;ALTRE STRUTTURE E IMPIANTI PER IL TURISMO;TAVERNA DE' MASSARI S.A.S. DI GREGORI EMILIANO E C.*AMMODERNAMENTO DI UN ATTIVITÀ DI RISTORAZIONE CON SOMMINISTRAZIONE*LOC. FONTEVENA SNC;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;68645,65;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52G23000010008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0641__;OPERE E STRUTTURE PER IL TURISMO;0641__004_;STRUTTURE RICETTIVE PER AGRITURISMO E TURISMO RURALE;LA BOTTE DI STRACCI KATIA & C. S.A.S.*HOTEL RISTORANTE*BORGO MIRIAM 51;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;240000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52G23000020008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0641__;OPERE E STRUTTURE PER IL TURISMO;0641__157_;ALTRE STRUTTURE DI RICETTIVITA' TURISTICA;IL CAPISTERIUM SOCIETA' COOPERATIVA SOCIALE*AMMODERNAMENTO DI UN ATTIVITÀ DI AFFITTACAMERE PER BREVI SOGGIORNI, CASE ED APPARTAMENTI PER VACANZE, BED AND BREAKFAST, RESIDENCE*VIA DANTE 21;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;47450,36;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52G23000030008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0641__;OPERE E STRUTTURE PER IL TURISMO;0641__157_;ALTRE STRUTTURE DI RICETTIVITA' TURISTICA;ALBERGO PARCO GRAN SASSO S.R.L.*RISTORAZIONE CON SOMMINISTRAZIONE*VIA DI CAMPO IMPERATORE 7;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;124918,28;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52G23000040008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0641__;OPERE E STRUTTURE PER IL TURISMO;0641__155_;ALBERGHI;ITALO DELLI COMPAGNI & C. S.A.S.*AMMODERNAMENTO ATTIVITÀ D'IMPRESA RELATIVA A SERVIZI RICETTIVI ALBERGHIERI*VIA NAZIONALE -;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;88666,40;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52H23000440008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0613__;OPERE,  IMPIANTI ED ATTREZZATURE PER L'AGRICOLTURA, LA ZOOTECNIA E L'AGROALIMENTARE;0613__137_;IMPIANTI, MACCHINARI MEZZI TECNICI E INVESTIMENTI IMMATERIALI PER LE AZIENDE AGRICOLE E AGROALIMENTARI;ALEANDRI VINCENZO & C. SNC*AMMODERNAMENTO DELL'ATTIVITÀ DI SUPPORTO ALLA PRODUZIONE VEGETALE*CONTRADA SAN LAZZARO SNC;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;240000,00;07/03/2024
PNC;B.1;INTERVENTI PER LE AREE DEL TERREMOTO DEL 2009;B.1.2;RILANCIO ECONOMICO E SOCIALE;B.1.2.0;RILANCIO ECONOMICO E SOCIALE;Commissario straordinario sisma;C52H23000450008;ATTIVO;07;CONCESSIONE DI INCENTIVI AD UNITA' PRODUTTIVE;N;NORMALE;06;OPERE, IMPIANTI ED ATTREZZATURE PER ATTIVITA' PRODUTTIVE, E LA RICERCA E L'IMPRESA SOCIALE;0613__;OPERE,  IMPIANTI ED ATTREZZATURE PER L'AGRICOLTURA, LA ZOOTECNIA E L'AGROALIMENTARE;0613__026_;INFRASTRUTTURE A SERVIZIO DELLE AZIENDE AGRICOLE;COCCIA SARA*AMMODERNAMENTO DELL'ATTIVITÀ DI RISTORAZIONE CONNESSE ALLE AZIENDE AGRICOLA*VIA DIETRO LA TORRE 10;AGENZIA NAZIONALE PER L'ATTRAZIONE DEGLI INVESTIMENTI E LO SVILUPPO D'IMPRESA S.P.A. - INVITALIA;05678721001;77210,42;07/03/2024
